Account_Length,Vmail_Message,Day_Mins,Eve_Mins,Night_Mins,Intl_Mins,CustServ_Calls,Intl_Plan,Vmail_Plan,State,Area_Code,Phone,Churn
98,0,171.7,174.8,189.6,7.8,1,no,no,NY,408,403-4917,no
17,35,198.5,270.6,209.9,8.1,1,no,yes,MS,408,391-6709,no
56,24,121.7,184,266.6,12.7,1,no,yes,NH,415,389-5988,no
84,0,130.2,278,305.4,14,2,no,no,VA,415,372-1534,no
95,0,203.4,168.6,173,13.7,2,no,no,VT,510,395-6369,no
16,0,174.7,280.8,171.7,10.5,5,no,no,WY,415,400-3197,no
76,0,241,231.8,220.2,9.9,1,yes,no,NV,510,377-4169,yes
93,0,141.7,221,227.1,10.2,0,no,no,WV,415,384-5343,no
83,0,134.8,167.2,161.5,7.7,2,no,no,WA,408,338-4472,no
123,0,163.1,249.4,168.2,9,1,no,no,KS,415,332-2126,no
64,0,145.5,228.4,273.4,8.9,1,no,no,VT,408,349-2157,no
82,0,329.8,208.3,267.1,10.6,0,no,no,OK,510,393-4823,yes
107,0,194.5,186.3,178.3,12.7,2,no,no,GA,510,385-2683,no
110,0,131.9,272.7,192.8,7.1,1,no,no,CO,510,345-8350,no
96,29,150,159.4,228.1,8.5,1,no,yes,AK,408,334-4506,no
47,30,196.6,241.4,226,12.9,2,no,yes,TN,415,332-3544,no
115,0,99.7,145.1,149.4,14.1,2,no,no,KY,510,380-5102,no
69,0,143.6,141.8,194,10.8,3,no,no,PA,415,395-6149,no
163,40,231.9,211.8,268.5,12.3,2,no,yes,CT,408,398-8122,no
90,0,37.8,155.3,175,14.2,3,no,no,CT,415,334-4438,no
98,0,72.8,186.4,175.3,10.5,3,no,no,MN,415,384-7459,no
90,39,94.8,219.1,197.4,11.4,1,no,yes,WY,408,368-3931,no
174,15,221.8,210.6,221.8,12.4,1,no,yes,PA,415,353-1352,no
95,0,269,233.7,179.3,7.3,2,no,no,OR,415,348-5725,yes
79,0,268.3,185.5,264.6,6.3,1,no,no,PA,415,365-2008,yes
123,27,198.7,249,173.2,12.5,1,no,yes,OK,415,393-3635,no
99,0,115.5,218.1,254.9,11.5,7,no,no,VT,415,380-8727,yes
114,0,202.1,195.7,291.8,13.3,2,no,no,ID,415,381-2376,no
141,0,215.6,200.6,153.8,12.4,1,no,no,PA,510,365-8114,no
132,0,169.9,209.4,206.1,11.5,1,no,no,NM,408,415-5008,no
133,0,201.7,169.4,286.3,6,0,no,no,FL,510,392-8318,no
133,0,221.1,160.2,161.8,8.4,4,no,no,TX,408,401-4007,no
93,32,218.7,115,192.7,9.4,2,no,yes,VT,510,338-7709,no
34,0,293.7,272.5,178.2,11,2,no,no,MA,415,374-1981,yes
140,0,120.3,240.4,216.4,7.7,4,no,no,OR,415,333-5101,yes
96,26,175.8,206.6,178,11.1,2,no,yes,DE,415,345-3734,no
144,0,278.5,240.7,120,11.6,1,no,no,FL,510,384-5004,yes
24,29,236.3,190.8,129,7.2,3,no,yes,ID,408,341-9396,no
54,0,273.8,119.6,267.6,11.7,1,no,no,MD,415,408-6302,no
50,0,131.1,160.5,206.9,5.6,5,no,no,WV,408,348-7193,yes
92,23,167.4,258.6,116.4,11.2,4,no,yes,ID,415,417-4063,no
96,0,197.7,250.5,181.2,10.5,3,no,no,NV,408,375-6911,no
146,0,169.5,230.9,269.8,9,2,no,no,OH,415,358-3604,no
138,17,225.2,173.4,145.8,11.7,0,yes,yes,ID,415,339-7485,no
102,0,174.5,213.7,164.7,10.3,4,no,no,SC,408,368-3078,no
76,0,129.7,177.5,228.9,7.5,5,no,no,MO,510,418-7055,yes
99,0,200,107.9,233.7,11.4,3,no,no,NE,415,386-9981,no
83,36,95.9,261.6,228.6,13.3,0,no,yes,NC,510,366-2541,no
36,25,152.8,242.8,147.4,9.1,1,no,yes,ME,510,335-3110,no
70,0,129.9,208.7,231.4,14.3,1,no,no,MI,510,400-7809,no
109,0,268.4,150.6,297.9,9.7,2,yes,no,AZ,415,404-3106,yes
100,0,188.5,148.3,179.8,15.2,2,no,no,AZ,415,333-2337,no
104,0,170.6,162.1,210.7,6.1,1,no,no,HI,408,353-6482,no
106,0,191.4,200.7,230.1,8.2,1,no,no,NJ,415,397-8162,no
84,0,75.3,179.9,193.8,12.3,1,no,no,MS,510,380-6722,no
80,0,149.8,276.3,241.4,10.9,2,no,no,MA,510,329-2918,no
100,0,115.9,111.3,170.2,7.1,1,no,no,SC,510,348-8022,no
99,0,128.8,203.9,282.6,14.1,2,no,no,MN,408,388-4459,no
50,0,131.7,216.5,196.1,11,1,no,no,WV,510,358-3114,no
105,0,101.4,159.1,259.2,12.2,1,no,no,MS,415,343-9654,no
113,23,149,235.8,201.8,9.5,4,no,yes,VA,415,401-9909,no
111,36,96.8,170.6,166,13.4,2,no,yes,MS,415,404-9978,no
161,0,107.5,256.4,247.2,12.6,2,no,no,NM,408,397-8011,no
70,0,232.8,303.4,255.6,12.9,0,no,no,TX,415,341-8719,yes
97,43,121.1,260.2,222.4,8.3,3,no,yes,HI,415,408-1242,no
130,0,124.3,270.7,239.5,3.5,0,no,no,WA,510,406-7726,no
92,0,157.7,298.6,216.9,13.8,1,no,no,WI,415,351-2773,no
119,0,124.3,207.1,157.4,14.8,0,no,no,CO,408,368-6174,no
115,0,286.4,205.7,191.4,6.9,1,no,no,NV,415,334-5029,yes
134,0,141.7,205.6,218.5,8.8,0,no,no,RI,415,413-1789,no
127,25,173,245.8,300,4.8,0,no,yes,VA,408,414-1246,no
80,0,268.7,301,167,5.8,2,no,no,NJ,415,330-4978,yes
153,31,218.5,134.2,118.9,9.4,0,no,yes,ND,415,386-1631,no
85,0,255.3,194.6,276.6,3.7,3,no,no,MN,415,363-1208,no
79,0,41.9,211,237.9,11.4,1,no,no,HI,415,334-5263,no
35,0,260.8,258.1,131.3,5.8,1,no,no,ND,415,361-4137,no
120,26,239.4,259.4,238,7.7,0,no,yes,WI,408,374-8187,no
68,0,226.7,168.4,188.7,10.2,0,no,no,MN,510,370-1525,no
60,0,179.3,208.9,248.2,13.5,1,no,no,DC,408,355-3801,yes
120,0,158,197,154.9,10,1,no,no,KS,510,392-5605,no
71,23,175.7,258.9,268.4,14.1,1,no,yes,MT,510,363-1366,no
124,0,157.4,167.8,188.8,8.8,3,no,no,WV,415,358-5274,no
23,0,113.1,168.8,262.9,6.9,1,no,no,ME,510,376-9607,yes
225,0,182.7,246.5,218,8.8,1,no,no,WY,415,374-1213,no
181,0,161.3,124.4,262,14.1,0,yes,no,NY,415,421-8537,yes
63,0,142.5,208.3,228.9,7.5,2,no,no,VT,415,351-5576,no
54,0,190.5,259.7,141.5,9.7,2,yes,no,NC,415,407-7258,yes
80,15,159.3,170.6,141.2,11.9,1,yes,yes,MO,408,405-4420,no
118,39,153.8,123.3,117.8,9.2,1,yes,yes,NC,408,340-2855,no
42,0,180.7,174.6,165.3,12,2,yes,no,NJ,408,342-8002,no
134,0,202.7,224.9,253.9,12.1,0,no,no,OH,408,355-6826,no
66,35,190.8,261.3,209.5,8.9,0,no,yes,TX,415,402-3886,no
66,0,205.1,232.7,259.9,9.2,2,no,no,WA,415,336-5900,no
127,28,235.6,236.8,241.2,7.7,1,no,yes,TN,415,339-7684,no
146,0,189.3,155.9,186,7.4,0,no,no,HI,510,390-2433,no
93,42,166.9,273.2,171,11.5,1,no,yes,WY,408,360-7246,no
77,0,245.2,254.1,239.4,7.5,0,no,no,CT,415,335-6508,yes
111,0,132.6,221.1,127.9,12.7,4,no,no,NM,415,348-6720,yes
125,0,182.3,139.8,171.6,11.6,2,no,no,NJ,415,406-6400,no
115,14,192.3,88.7,229.4,10.5,2,no,yes,AL,510,390-7370,no
115,0,122,220.2,179.7,10.8,2,yes,no,MN,510,390-5055,yes
114,0,193,250,133.3,9.6,2,no,no,NC,408,405-7542,no
106,0,158.6,220,252.9,9.1,0,no,no,OH,415,364-4927,no
118,39,91.5,219.9,229,12.7,2,no,yes,ND,415,329-3458,no
59,0,153.6,205.5,114.5,12.5,1,no,no,CO,510,331-3842,no
87,40,221.6,157.1,222.4,11.5,1,yes,yes,ND,415,343-4147,no
21,0,244.7,168,281.5,6.6,1,no,no,NY,415,335-2274,no
142,24,239.8,285.9,256.7,9.5,0,no,yes,WI,408,343-3227,no
62,0,172.4,230.5,228.2,11,0,no,no,WY,415,336-6907,no
149,0,242.5,245.4,219.6,10,3,no,no,OR,415,331-1391,yes
54,39,117.6,159.2,236.4,11.3,2,no,yes,CO,510,360-1643,no
112,0,174.5,259.3,170.5,11.3,1,no,no,LA,510,410-2518,no
68,0,157.3,220.9,218.9,12,1,no,no,AL,510,344-4970,no
201,21,192,239.1,116.1,15.1,1,no,yes,TX,415,408-1486,no
88,0,218.2,169.3,141.1,8,1,no,no,PA,510,396-1648,no
85,29,144.6,140,165.4,10.9,1,no,yes,IL,415,391-2022,no
51,0,153.6,232.9,214.2,14.1,0,yes,no,DE,415,420-6465,yes
45,29,135.8,222.5,235.6,7.9,2,no,yes,MO,510,398-2628,no
116,0,160.7,146.8,287.8,8.2,0,no,no,AR,510,409-5519,no
146,31,202.5,241.4,169.6,7.8,1,no,yes,OH,408,391-8554,no
63,34,152.2,227.1,195.7,12.3,1,no,yes,WI,510,395-1693,no
133,0,227.4,73.2,114.3,4.7,0,no,no,GA,510,393-3194,no
125,0,191.6,205.6,210.2,9.2,2,no,no,KY,408,328-3402,no
72,0,138.9,211.6,179.5,10.8,1,no,no,OH,510,411-4781,no
130,0,127,206.9,231.7,6.1,0,no,no,TN,408,401-2581,no
97,0,168.6,259.2,279.8,7.3,1,no,no,SD,415,385-1214,no
54,0,286.6,223.2,203.7,11.5,1,no,no,NY,415,348-6853,yes
160,29,164.6,262.8,123.8,15.2,1,no,yes,GA,415,341-8412,no
79,0,144,135.8,212.4,13,1,no,no,TX,415,330-8142,no
92,47,141.6,207.9,203.6,10.2,0,no,yes,WV,415,361-1404,no
59,0,204.3,247.3,214.7,12,1,no,no,MI,415,375-9671,no
132,0,163.2,167.6,87.5,6.2,1,no,no,ND,510,372-1824,no
21,0,225,244.2,221.2,10.7,0,no,no,NE,510,408-3606,no
93,0,176.1,199.7,263.9,8.5,2,no,no,SD,415,333-3595,no
147,36,254.2,228.1,98,13.8,5,no,yes,NJ,415,379-7009,no
101,0,174.9,262,210,8.5,1,no,no,AK,510,411-4940,no
125,0,187.3,160.7,263.8,9.6,0,yes,no,CT,415,409-7523,yes
63,0,211.8,230.9,217.1,10.7,3,no,no,CO,415,408-6725,no
107,0,241.9,126.9,185.6,11.7,0,no,no,MD,415,350-2384,no
110,0,196.1,199.7,135.9,12.9,3,no,no,ND,408,348-1706,no
83,0,231.3,210.4,217.4,12.4,3,no,no,NH,415,415-6145,no
117,0,161.6,196.3,294.8,13.8,1,no,no,MN,408,373-3731,no
124,0,194,241,227.5,11.9,0,no,no,KY,415,341-3349,no
115,0,109.7,223.8,240.3,15.4,3,no,no,NH,510,399-8859,no
156,0,277,238.3,94.4,8.3,1,yes,no,CO,408,377-4518,no
89,0,192.1,163.6,169.7,6.1,0,no,no,KY,408,341-1594,no
72,0,198.4,216.9,112.8,13.1,0,no,no,KY,415,418-8770,no
101,42,209.2,159.7,181.6,9.5,0,no,yes,IN,415,332-9118,no
53,0,184.8,216.4,141.1,18.4,2,no,no,OR,415,386-1418,no
116,0,167.8,142,190.7,7.3,2,no,no,SD,408,393-3535,no
78,0,139.2,191.4,286.5,11.8,3,no,no,DE,408,328-9006,no
117,17,221.3,167.6,262.7,4.4,0,no,yes,OR,415,402-2482,no
56,0,121.6,165.3,243.9,8.9,1,no,no,NE,510,408-4865,no
123,39,270.4,245.1,108.9,15.4,1,no,yes,OH,408,396-6247,no
127,0,139.6,240.9,127.1,8.8,2,no,no,OH,408,396-9462,no
116,23,253,138.9,277.8,11.8,2,no,yes,AR,415,396-9279,no
138,26,183.9,240.7,185.7,15,1,no,yes,KS,510,363-8715,no
120,0,203.3,259.9,115.9,7.8,3,no,no,TX,415,356-1358,no
102,0,200.6,152.5,199.4,7.7,3,no,no,WI,408,360-7839,no
95,0,167.6,176,250.9,13.4,2,no,no,OR,415,364-8774,no
102,0,156.5,204.3,141.9,9.9,2,no,no,VA,408,348-5038,no
89,25,215.1,197.4,162.1,10.6,1,no,yes,AR,415,365-4728,no
50,0,301.7,167.1,72.2,10.5,1,no,no,CT,408,351-9037,no
93,42,152.3,267.5,266.9,11.3,7,no,yes,OH,415,397-9184,no
68,0,195.4,212.1,138.4,15.1,1,no,no,WY,510,398-4538,no
70,0,208.7,275.5,182.5,8,2,no,no,IL,408,382-6827,no
138,29,190.1,223.2,256.2,14.2,0,no,yes,MO,415,408-1340,no
141,37,185.4,178.5,218.3,8,4,no,yes,DC,415,333-9511,no
112,17,183.2,252.8,156.7,9.7,0,no,yes,MA,415,358-7379,no
117,0,54.2,303.2,171.8,8.6,1,yes,no,NH,510,397-1766,yes
1,26,208,185,177.7,8.1,1,no,yes,IA,408,331-2144,no
70,0,230.3,77.9,247.1,13.2,1,no,no,AL,415,345-7014,no
87,22,240.8,75.9,224.6,7.1,2,no,yes,OR,510,395-1898,no
52,21,195.7,106.2,157.4,5.3,2,no,yes,WV,510,373-8920,no
97,0,276.1,201.1,231.3,8.9,0,no,no,WA,408,373-8908,yes
105,0,166.1,175.9,243.5,16.2,2,no,no,NV,408,415-1203,no
77,28,135.9,244.5,207.5,11.5,4,no,yes,SC,510,369-7017,yes
80,0,189.1,223.2,269,13.9,2,yes,no,NC,415,420-8435,yes
120,43,177.9,175.1,161.3,11.5,1,no,yes,NH,510,395-2579,no
54,39,143.9,210.3,129.2,12.5,2,no,yes,WY,408,405-7850,no
148,0,148.2,159.6,197.4,8.6,2,yes,no,FL,510,394-7710,no
119,0,287.1,159.3,216.8,13.9,2,no,no,PA,408,342-4122,yes
162,26,179.7,218.1,212.3,9.3,1,no,yes,NC,408,340-1876,yes
85,0,165.8,190,144,10.9,5,no,no,MO,510,383-6095,yes
101,25,144.1,167.6,240,14.5,1,no,yes,KS,510,413-1061,no
172,0,172.5,253.1,221.6,5.9,0,no,no,KY,415,343-5347,no
80,0,199.8,167.1,271.8,5.5,1,no,no,DE,415,376-4861,no
67,0,109.1,142.3,91.2,10.9,2,no,no,WI,510,417-2265,no
86,0,171.8,301.7,139.4,9.7,1,no,no,CO,408,419-7415,no
107,0,222.3,286,249.4,12.1,1,no,no,NM,415,407-2259,yes
133,0,245.8,264.7,111.7,11.2,0,no,no,DE,510,333-2906,no
116,0,164.6,270.6,230.4,8,0,no,no,IL,510,360-7477,no
63,0,211.7,271.7,203.3,7.4,0,no,no,WA,408,342-5243,no
119,16,147.2,160.1,184,7.7,0,yes,yes,MA,408,417-3999,yes
133,0,254.7,252.2,178.1,8,0,yes,no,OH,408,379-1720,yes
94,0,170.1,271.8,110.7,8.7,1,yes,no,TN,408,368-3117,no
69,0,195.1,261.5,203.8,11.4,0,no,no,MA,510,352-5000,no
146,0,149.3,187.1,149.8,7.9,7,no,no,MI,408,405-7676,yes
119,0,81.9,253.8,213.1,8.9,2,no,no,TX,510,361-2349,yes
142,25,191.1,149.6,227.8,9.8,0,yes,yes,NH,408,383-2901,no
123,0,206.9,224.4,197.4,8.3,3,no,no,MD,408,369-7049,no
101,0,239,273,278.2,13.5,1,no,no,MS,408,387-5533,yes
43,0,179.3,252.7,227.5,8,0,no,no,AZ,415,362-3660,no
69,0,185.3,219.1,243.6,5.5,0,no,no,IN,408,357-3577,no
15,0,141.4,123.9,323.5,8.1,2,yes,no,NY,510,394-3312,no
107,25,248.6,119.3,194.3,12,1,no,yes,WI,510,395-8330,no
67,0,152.5,252.4,185.4,4.9,2,no,no,WV,510,373-8895,no
99,0,145.6,230.9,181.5,11.4,1,no,no,NY,415,386-4581,no
46,0,164.2,196.2,236.1,8.1,1,no,no,OK,415,354-8191,no
55,0,221,165.4,235.4,9.7,1,yes,no,NC,408,359-7562,no
39,0,295.4,232.1,204.4,11.5,1,no,no,KY,415,359-4336,yes
92,0,139.8,174.9,201.6,9.4,2,no,no,TX,510,336-9901,no
56,0,162.3,149.1,255.5,14.8,4,no,no,CT,415,406-3069,yes
76,0,272.7,236.4,235.5,7.7,0,no,no,NE,415,334-6519,yes
132,33,200.3,226.6,198.8,12.9,2,yes,yes,HI,408,361-8113,no
140,28,157.1,172.4,184.5,11.1,1,no,yes,SC,510,347-9769,no
51,12,135.8,200.6,192.4,12.3,2,yes,yes,AK,510,352-9130,no
27,0,236.7,231.9,164.7,12.7,1,no,no,SD,408,378-4557,no
224,0,111.4,175,217.2,5.5,3,no,no,ID,510,360-8919,no
105,28,156.1,107.1,167.7,14.7,0,yes,yes,OK,510,405-4109,yes
117,0,191.1,282.8,84.8,12,2,no,no,WA,408,381-2498,no
91,0,153,141.1,171.5,10.3,1,no,no,SD,415,357-5696,yes
135,0,218.8,242.8,85.8,10.3,4,no,no,OH,415,412-2947,no
146,0,205.4,134.9,310.5,10.3,3,no,no,VA,415,363-3571,no
147,0,225.2,184.9,143.2,9.9,0,yes,no,WI,415,405-5403,yes
68,0,249.9,254.5,273.2,8.9,2,no,no,IN,510,330-9354,yes
68,0,131.6,137,256.3,10.2,3,no,no,NM,408,396-7091,no
86,21,197.9,165.6,208,10.1,0,no,yes,HI,408,398-3004,no
131,0,166.5,210.2,257.2,9.9,1,no,no,KY,415,400-4020,no
86,29,225.4,187.1,281.1,12.9,1,no,yes,OH,415,356-3448,no
159,0,275.8,189.5,223.9,7.4,2,no,no,VT,415,335-2019,yes
134,40,142.9,88.6,290,10.8,1,no,yes,AZ,415,332-6633,no
113,0,207.2,256,211,9.9,1,no,no,VT,510,359-7648,no
132,0,206.2,211.2,196.2,10.2,1,no,no,MO,408,412-9190,no
85,0,210.3,195.8,221.6,11.2,1,no,no,AL,415,368-9007,no
93,38,225.7,119.6,193.2,14,1,yes,yes,NJ,510,384-5632,yes
174,33,167.8,205.3,130,14.5,4,no,yes,WA,408,352-6068,yes
61,0,197.7,152.2,221,7,2,no,no,NY,415,343-9645,no
91,39,169.8,65.2,144.4,10.9,1,no,yes,DC,415,384-7873,no
88,28,190.6,237.3,211.6,9.8,2,no,yes,NE,408,396-2187,no
88,45,80.3,153.3,309.2,12.8,2,no,yes,MA,408,383-5109,no
195,36,231.7,225.1,201.7,12.1,0,no,yes,VT,415,377-7843,no
182,0,69.1,230.3,256.7,6.5,0,no,no,NM,415,382-7999,no
118,0,188.8,217.4,220.1,8.2,4,no,no,CO,408,328-1222,no
103,0,150.6,169.1,221.2,10.4,8,no,no,NH,408,371-1727,yes
65,0,192,139.5,187.4,5.5,2,no,no,IL,510,369-8871,no
61,25,163.7,113.2,134.1,9.9,3,no,yes,UT,408,335-9726,no
172,0,211.7,198.7,301.7,6.5,1,no,no,WV,415,357-3709,no
72,0,175.5,132.3,242.9,11.8,1,no,no,NJ,415,422-9964,no
113,0,150.1,200.1,266.7,11,2,no,no,NM,510,366-9211,no
177,0,189.5,176.3,225.9,14.2,1,no,no,ND,408,384-9033,no
100,0,70.8,215.6,230.8,9.5,6,no,no,WA,408,382-4932,yes
67,0,215.5,190.7,214.5,8.6,1,no,no,NM,415,404-7518,no
136,0,101.7,202.8,136.2,9.4,3,no,no,DE,415,353-1954,no
71,0,258.4,126.8,182.4,9.7,4,no,no,GA,415,391-7166,no
134,0,242.4,152.9,318.3,11.8,1,no,no,HI,408,370-9000,no
124,0,131.8,284.3,305.5,11.3,1,no,no,CT,415,332-3642,no
84,0,190.2,197.7,247.5,9.8,2,no,no,NJ,415,412-3898,no
39,0,154.1,204.2,196.2,9.8,2,no,no,ME,408,366-5640,no
110,0,188,90.5,150.3,15.3,3,no,no,OK,510,356-2302,no
102,0,103.1,275,141.1,11.2,1,no,no,TN,510,345-9018,no
70,0,175.4,159.5,260.6,11.6,0,no,no,WY,415,365-6205,no
142,0,145.4,209.1,214,10.9,1,no,no,NY,415,337-1151,no
81,0,250.6,187.9,120.3,7.8,1,yes,no,DE,510,374-4664,no
17,0,161.5,214.2,315,8.6,1,no,no,RI,415,396-9656,no
119,0,260.1,256.5,229.1,10,1,no,no,PA,408,377-5043,yes
105,0,281.3,301.5,202.8,8.7,0,no,no,HI,415,401-7359,yes
108,42,130.1,167,244.7,13.6,3,yes,yes,MD,415,375-2184,yes
90,0,102,113.3,188.6,11.4,2,no,no,VA,415,367-6005,no
100,33,218.7,155,99,12.1,1,no,yes,IN,415,364-2166,no
155,30,128.5,188.4,254.4,6.8,1,no,yes,OR,408,414-4741,no
113,0,128.7,227.1,178.1,9.2,2,no,no,AZ,510,403-9719,yes
123,0,172.2,162.6,250.3,8.7,1,no,no,WI,415,371-8452,no
145,0,199.2,126,289.2,7.6,1,no,no,VA,408,392-6239,no
42,0,184.5,200.5,279.2,8.8,2,no,no,MO,415,410-5250,no
125,0,168.6,175.6,243.3,10.9,0,no,no,NV,510,336-1574,no
131,30,174,205.3,218.2,6.7,1,no,yes,HI,415,406-8324,no
107,0,230.4,257.4,107.3,8.5,1,no,no,WA,415,411-7110,no
48,0,198.2,202.8,146.4,5.1,1,no,no,IL,408,341-9907,no
76,0,186.1,211.6,230.6,8,0,no,no,IL,510,400-8952,no
128,0,148.5,243,255.2,6.8,1,no,no,LA,415,333-9266,no
73,0,157.1,268.8,181.5,10,0,no,no,WI,415,419-4894,no
52,0,155,133.4,176.1,7,4,no,no,TX,415,364-9904,yes
126,26,129.3,176.5,154.5,9.6,1,yes,yes,MI,415,394-3048,no
124,0,188.5,182,218.2,6.1,1,no,no,NC,415,352-6265,no
137,0,208.8,225.3,221.6,11.1,0,no,no,WA,408,357-3187,no
71,0,238,278.5,193.1,11.8,0,no,no,ND,510,373-8483,yes
139,0,211.1,206.9,193.9,5.6,0,no,no,NE,415,375-9930,no
107,30,198.9,207,159.8,12.6,3,no,yes,MS,510,352-6282,no
147,0,212.8,204.1,156.2,10.2,1,no,no,KY,408,396-2945,no
116,0,137.4,120,130.3,12.4,3,no,no,RI,510,412-3527,no
60,31,191.8,267.8,200.5,12.8,2,no,yes,NY,510,328-4231,no
38,0,149,49.2,163.3,13.9,0,no,no,TX,510,413-9055,no
63,0,117.1,249.6,162.2,11.1,3,no,no,DE,408,363-8755,no
94,0,108,241.9,252.1,10.4,3,no,no,NM,415,388-8891,no
131,0,112.8,199.4,142.7,10.1,0,no,no,RI,415,360-1776,no
158,0,175.9,188.3,188.3,11,1,no,no,MS,510,411-3578,no
139,0,236.6,169.9,212.3,11.1,1,no,no,NY,510,399-7268,yes
77,0,169.4,184.9,234.3,2,1,no,no,NE,415,350-1532,no
140,0,129.6,246.2,172.1,9.4,3,no,no,WI,415,359-2197,no
72,0,177.1,184.7,174.1,8,1,no,no,KY,408,407-9290,no
52,20,133.3,184.1,272.9,13.5,1,no,yes,SD,510,358-6672,no
103,0,167.8,212.9,208.2,13,5,no,no,VA,510,393-4621,no
74,32,174.6,310.6,234.7,9,1,no,yes,KS,415,336-7357,no
124,0,150.3,255.9,136.7,12.5,2,no,no,ND,415,351-1466,no
85,21,283.2,239.7,149.5,6.3,5,no,yes,CO,510,394-6668,no
113,20,157.8,161.5,271.5,8.7,5,no,yes,KY,408,403-2673,yes
71,0,141.2,149.1,171.4,7,2,no,no,WA,408,355-1735,no
177,27,230.2,196.1,215.4,10.4,1,no,yes,NV,415,416-7679,no
49,0,237.8,208.9,167.8,15.6,2,yes,no,SC,415,340-4972,yes
106,0,204,168.5,164,13.3,3,yes,no,RI,510,417-4826,yes
60,0,221.1,178.6,202.7,7.4,1,no,no,ID,510,408-6676,no
43,0,177.2,142.6,314.1,12.7,4,no,no,KY,408,417-6683,no
66,0,118,248.1,214.4,5.3,1,no,no,ME,510,331-6270,no
125,0,163.8,255.6,192.9,15.7,0,no,no,SD,415,404-9754,no
114,4,141.3,230.4,223.7,9.4,3,no,yes,SC,510,364-9425,no
112,0,272.5,226.1,159.1,16.4,3,no,no,TN,415,339-6477,yes
101,16,118.9,228.3,180.1,8.2,2,no,yes,MT,408,362-2787,no
70,0,7.9,136.4,156.6,12.1,0,no,no,WI,415,405-9233,no
59,0,159.5,167.2,138.6,10.2,0,no,no,AK,408,416-1845,no
59,0,150.2,185.7,212.5,12.1,1,no,no,AZ,408,385-9657,no
124,30,144.5,262.3,226.5,12,2,no,yes,MT,415,420-5652,no
99,0,140.7,210.9,229.9,12.4,2,no,no,DE,415,415-1141,no
150,0,169.2,216.8,179.4,12.6,1,no,no,VA,510,334-5634,no
81,0,220.8,148.5,183.9,7.6,2,no,no,MA,510,403-4200,no
86,0,216.3,266.3,214,4.5,0,no,no,IN,510,357-7893,no
84,0,169.5,157.6,98.2,10.6,0,no,no,MD,510,369-2899,no
118,35,256.3,258.1,215.5,11.7,1,no,yes,NV,510,381-1026,no
89,0,179.7,299.8,185.3,7.6,1,no,no,CO,415,388-8722,no
93,0,266,130.1,165.8,13.1,3,no,no,KS,415,418-3135,no
85,0,96.7,193.8,171.7,9.7,2,no,no,AR,415,380-3974,no
160,0,82.7,194.6,159,10.9,0,no,no,WY,408,338-7232,no
28,0,168.2,161.7,192.4,10.1,3,no,no,PA,415,334-5223,no
73,0,286.4,178.2,214.2,10.7,1,no,no,TX,408,340-8323,yes
156,0,174.3,186.6,258.2,12.9,3,no,no,NY,408,337-6851,no
33,0,190.6,161.7,189.9,13,1,yes,no,OR,415,344-5973,no
77,0,175.5,205.1,245.2,17.8,4,no,no,CA,510,335-2261,no
119,0,133.4,204.6,196.9,11.1,1,no,no,NY,415,343-1458,no
91,27,204.6,136,210.5,6.6,3,no,yes,AR,510,415-4875,no
102,0,242.2,233.2,188.5,6.2,3,no,no,MI,510,381-2726,no
86,33,253.1,210.1,95,11.9,3,no,yes,OK,415,395-3852,no
82,0,130,185.3,178.7,8.3,0,no,no,TX,415,358-7914,no
89,0,105.9,189.6,170.9,12.7,0,no,no,NC,408,332-6958,no
86,0,194.2,193.8,192,9.3,3,no,no,ID,415,355-1019,no
134,0,183.8,123.5,160.7,6.1,1,no,no,IL,408,382-9447,no
92,0,196.5,190,163.2,10.8,2,no,no,OR,415,386-8536,no
87,0,184.5,172,183.4,13.7,3,no,no,SD,510,363-3818,no
64,0,261.9,148.1,145.2,13.8,0,no,no,NE,408,360-6416,no
80,0,202.4,260.2,177.4,9.2,3,no,no,RI,510,332-8764,no
165,39,167.4,172.7,192.6,9.5,3,no,yes,MD,415,398-4814,no
153,22,167.7,246.8,203.9,7.5,1,no,yes,ID,415,410-5963,no
41,30,191.7,193,149.4,11.1,1,no,yes,ME,415,399-6642,no
108,0,240.2,230.3,217,5.2,2,no,no,SD,415,390-9986,no
104,26,189.1,178.2,199.3,11.1,1,no,yes,NY,415,391-1793,no
115,0,127.7,182.9,172.9,10.6,1,no,no,DE,408,352-5542,no
87,0,205.2,99.5,189.5,13.4,1,no,no,OK,415,386-8118,no
159,23,153.6,216.9,161.3,12.6,2,no,yes,SC,415,394-9825,no
119,0,154.5,193.6,180.9,13.4,2,no,no,IN,510,382-4952,no
69,0,153.7,194,256.1,14.1,1,no,no,NV,415,387-2698,no
87,36,171.2,185.8,227.6,10.8,1,yes,yes,IL,408,417-1360,no
93,0,328.1,151.7,303.5,8.7,1,no,no,SD,510,408-4836,yes
154,0,145.9,208.2,180.9,14.4,0,yes,no,OK,415,374-8329,yes
57,37,201.2,280.1,154.2,11.8,1,no,yes,KS,415,363-8424,no
130,0,139.1,246,207.2,11.4,5,no,no,IA,510,408-8910,no
151,0,118.9,278.3,194.8,13.2,2,no,no,NJ,415,399-3840,no
162,0,217.6,279,250.7,10.4,2,no,no,NJ,408,367-8692,yes
60,0,145,209.1,328.5,14.6,1,no,no,MT,415,387-4504,no
81,0,203.5,289.6,212.9,8.7,3,no,no,IA,510,328-2647,no
